68914,44385533,1,-2,-1,4,9,8,5,-3,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,1,50,-5,-2,47,-5,-2,0,0,0,0,0,0,716,727,775,741,1060,1060,1111,1053,1,0,0,1,1,10,4,6,-2,0,49,30.8,0,-1,-1
68918,44386777,0,-2,-1,4,8,8,4,0,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,1,50,5,3,54,5,3,0,0,0,0,0,0,725,723,779,732,1068,1045,1115,1068,1,0,0,1,1,8,6,6,-2,0,49,30.8,0,-1,-1
68922,44388021,2,-2,-1,4,8,8,9,-2,0,0,-1,-10,0,116,1308,-2,0,49,308,-3,1,50,-3,3,49,-3,3,0,0,0,0,0,0,706,715,787,750,1064,1064,1128,1064,1,0,0,1,1,15,4,6,-2,0,49,30.8,1,-1,-1
68926,44389264,1,-2,-1,4,8,8,3,1,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,1,50,-8,-1,46,-8,-1,0,0,0,0,0,0,728,721,781,730,1068,1060,1111,1060,1,0,0,1,1,8,7,6,-2,0,49,30.8,0,-1,-1
68930,44390507,1,-3,-1,4,8,8,0,-5,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,2,50,4,2,54,4,2,0,0,0,0,0,0,720,738,763,738,1064,1053,1107,1064,1,0,0,1,1,5,0,6,-2,0,49,30.8,0,-2,-1
68934,44391751,0,-2,-1,4,8,8,-8,1,0,0,-1,-10,0,116,1308,-2,0,49,308,-1,1,50,1,1,49,1,1,0,0,0,0,0,0,753,744,757,706,1068,1068,1132,1064,1,0,0,1,1,-4,7,6,-2,0,49,30.8,-1,-1,-1
68938,44392994,0,-2,-1,4,8,8,-3,3,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,1,50,-11,0,48,-11,0,0,0,0,0,0,0,744,730,771,715,1064,1060,1132,1064,1,0,0,1,1,1,9,6,-2,0,49,30.8,0,-1,-1
68942,44394238,0,-2,-1,4,8,8,0,2,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,1,50,0,3,52,0,3,0,0,0,0,0,0,738,724,775,721,1068,1060,1132,1053,1,0,0,1,1,4,8,6,-2,0,49,30.8,0,-1,-1
68946,44395482,1,-2,-1,4,8,8,4,-1,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,1,50,8,-1,50,8,-1,0,0,0,0,0,0,722,722,777,738,1064,1056,1132,1056,1,0,0,1,1,9,5,6,-2,0,49,30.8,0,-1,-1
68950,44396725,0,-1,-1,4,8,8,-1,2,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,1,50,-13,0,47,-13,0,0,0,0,0,0,0,740,724,774,720,1060,1068,1128,1064,1,0,0,1,1,3,9,6,-2,0,49,30.8,0,-1,-1
68952,44397354,1,-1,-1,4,8,7,2,3,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,1,50,-15,2,48,-15,2,0,0,0,0,0,0,736,718,781,725,1068,1064,1141,1064,1,0,0,1,1,7,10,5,-2,0,49,30.8,0,-1,-1
68956,44398590,1,-1,-1,4,8,7,1,4,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,1,50,12,1,52,12,1,0,0,0,0,0,0,741,716,782,719,1071,1064,1128,1060,1,0,0,1,1,6,11,5,-2,0,49,30.8,0,-1,-1
68960,44399834,0,-1,-1,4,8,7,-3,3,0,0,-1,-10,0,116,1308,-2,0,49,308,-2,1,50,2,-2,51,2,-2,0,0,0,0,0,0,745,728,771,715,1068,1045,1128,1060,1,0,0,1,1,1,10,5,-2,0,49,30.8,0,-1,-1
68964,44401078,-1,-1,-1,4,8,7,-9,4,0,0,-1,-10,0,116,1308,-2,0,49,308,-1,0,50,-17,2,47,-17,2,0,0,0,0,0,0,763,738,760,699,1068,1060,1115,1038,1,0,0,1,1,-6,11,5,-2,0,49,30.8,-1,0,-1
68968,44402321,0,0,-1,4,8,7,-5,5,0,0,-1,-10,0,116,1308,-2,0,49,308,-1,0,50,8,0,51,8,0,0,0,0,0,0,0,757,726,771,704,1068,1064,1128,1068,1,0,0,1,1,-1,13,5,-2,0,49,30.8,-1,0,-1
68972,44403565,-1,1,-1,4,8,7,-3,8,0,0,-1,-10,0,116,1308,-2,0,49,308,-1,0,49,7,-4,50,7,-4,0,0,0,0,0,0,760,717,781,701,1060,1064,1115,1064,1,0,0,1,1,0,17,5,-2,0,49,30.8,-1,0,0
68976,44404809,0,-1,-1,4,8,7,0,1,0,0,-1,-10,0,116,1308,-2,0,49,308,-1,0,50,-18,5,48,-18,5,0,0,0,0,0,0,740,725,773,721,1060,1060,1119,1056,1,0,0,1,1,4,8,5,-2,0,49,30.8,-1,0,-1
